text,label
"Computers are a great piece of technology. Computers are great for many reasons. Three of these reasons are pleasure, convienience, and education. I believe that these three reasons are the main reason we use computers today. One reason we use computers is for pleasure. On certain websites, you can talk to friends, see what your friends are doing, you can even video chat with them. Also, you can watch movies, CAPS4 episodes, and videos. In addition, you can listen to music, play games, and check sports scores. I strongly beleive that pleasure is one of the main reasons we use computers today. Another reason why we use computers is convienience. Most people in LOCATION1 have a computer in their home. Computers are convienient because you pay bills on the internet. You email co-workers about jobs. In addition, computers can help people create websites so their their buisness is more noticeable. As you can see, computers are a very convienient piece of technology. The final reason why we use computers is education. On a computer, you can learn just about anything. You can learn about CAPS5 history, sports, you can learn about current events in the world. Computers can help you study, take notes, and helps do your homework. When I have a project, I always use the computer to find important information about the topic. As you can see, education is the most important reason why we use computers. Now, I think you understand how computers are important in LOCATION1's education, pleasure and convienience. I hope you listened to my opinion on computers and I also hope you continue to tell people how great and important computers are.",0
"In the memoir ""Narciso Rodriguez"" by Narciso Rodriguez, Narciso mood in the memoir seemed happy and grate. Narciso's mood sound happy because when he was telling us (readers) about his life growing up in Newark, New Jersey and explaining how his house was he was saying how his landlord and daughter nice and how the landlord's daughter was his first friend, and he was also saying how his family and friends were very close. In the neighborhood it was despite customs elsewhere, all of the cultures came together in great solidarity (happiness) and friendship. His mother and father made the house cozy and at the end of the memoir the author said ""I will never forget how his parents turned their simple house into a home meaning that he never had a home like the one he lived in now.",0
"In the excerp ""The Mooring Mast"" by ORGANIZATION1, the builders of the Empire state building faced many problems when constructing the dirigibles dock. One is the winds and the safety of the building and people. ""The winds on top of the building were constantly shifting due to the violent air currents... using the Empire state building was neither practical nor safe."" Another obstacle that the builders faced was that there was a law that prohibited airships to fly too low over urban areas. ""This law would make it illegle for the ship to even tie up to the building or even approach the area."" There was also another problem. It was the building's structure and the foundation. The builders made over sixty thousand dollars of modifications to the building structure in order to construct the mast.",0
"Okay, to me, people are way to moral in the modern world, i was taught that if you have a problem keep it to yourself. Most of everyone know that censorship is a big deal but it doesnt have to be. I know that somethings are a little, risque, but getting this our their quicker would be a better solution. Your probably asking yourself, how in the world can this be a 'better solution'? Lets talk about children and this content, if you get this out there quicker and subtlely, the children wont see the need to find out what it is at a later age. If that was to happen the conseqences could be fatal, such as; fines, misdemenors, respect, reputation, and even some time in jail. Tell the kids about murder, drugs, sex, and crimes in general, they are twice as moldable then as they are when they are older. Taking them off our shelves will only make us a nicer community, yea i know what your thinking, why not do that? If more people in your community are nicer, when a real threat comes, whos gonna help? The CAPS1? who knows, it takes a little bit for a squad car to get around, even longer if your in a city. In that time, some one could have died, been robbed and that same criminal gone. So, if we let this stay out on the shelves and so on, people will have the knowledge to see that using these to help people can be benifical. Anyways, what im trying to say is, if you take this away from us, people will become weaker, if you let it stay, people will learn from it and use it for good",0
"I belive that computers benifit our society for many reasons. Computers have been around for many years now and everywere you go you usualy see one. That must meen people love then. These are so many uses and fun expeirences you can have with a computer. Computers make people happy and that makes for a better society because it is happier. they make people happy because you can play games like tetris, CAPS1, and even cards. Compuer games make people happy because when ever they are bored and does nothing going on you can hop on the computer and play a game. Some of the awsome games featured on a computer are CAPS1, cards, pinball and other great game. The computer makes for a happier home because as soon as kids get home from school they use it for games or chat with freinds. Another reason computers benifit society is because you can now pay bills and buy hings from the internet. When you pay bills or buy things over the internet have is no need to go out and waste money on gas so it makes people very happy when hey save money. It also saves on polution because if a car isn't going out there is less so computers are also saving society as well. My last reason that computers benifit society is they can make you smarter and make you do better in school by learning about often people or cultures. For example on my last research project for social studies I used the computer and got an A. this made me happy so in effect it makes society happy. Now you have my reasons why computers benifit the society. They make us happy, made us smarter, and make us a better society for it. I love computers and everybody else should too.",0
I believe that the author concludes  the story with this paragraph because it says that Saeng is confident and is willing to go back and take the test. Saeng feels good about her self and wants to do this.,0
"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles dock there. These obstacles included having to redesign and modify the building structure, the dangers of a dirigible catching fire, the swirling winds, and state law. ""The architects could not simply drop a mooring mast on top of the Empire State Building's flat roof"" (NUM1) This was because the building was not originally built to have that capability. This meant, in order to do this meant over sixty thousand dollars in modification had to be spent. Another obstacle faced was the natural dangers of a dirigible. Dirigibles have a likely chance of catching fire, as displayed by the Hindenburg. If that same accident were to happen over the densely populated area of New CAPS1 it would be a catastrophe. Another obstacle was that the winds up above the building are always swirling rapidly. ""Even if the dirigible were tethered to the mooring mast, the back the ship would swiveled around, and around the mooring mast"" (NUM2) This would just be dangerous to have something that large spinning round and round. The last obstacle faced by builders was that state law CAPS2 aircraft flying as low as the mooring mast. This would make it illegal for the mooring mast to be used. This probably should have been considered. Overall poor planning created very many obstacles for builders in letting dirigibles dock there.",0
"""CAPS1!"" CAPS2 society today loves laughter. From comical shows to hilarious friends, people have fun convulsing with glee. Not to mention that when you're doubled over with laughter you are getting an amazing workout. Everyone that texts MONTH1 use ""CAPS3"" or ""haha"" to show they think something is funny; but it is nothing compared to actually being with friends and having, ""a smile that burst.""  I couldn't wait. I was on the coast at a camp with my friends, and we were about to head-up to walk up to the three crosses. Some of the other girls were asleep and we had to leave quietly. One of the girls tripped as we were walking out the door and it took all we had to not burst out in laughter. Because when she tripped, she barely caught herself, as she was about to fall on sleeping CAPS4. Jasmine scurried out the door with the rest of us. After the door was closed, we all doubled over laughing. Jasmine's face, when she tripped was priceless.  We headed into the crisp air without looking back. From a gravel path to the cement road going up the hill, we happily skipped along. As the hill got steeper, we started walking. Jasmine, after being tired from skipping, almost fell again. Everyone started laughing again. The walk up the hill was taking longer than expected. Finally, we could see the three crosses at the top.  When we arrived at the crosses, we waited for the miraculous sunrise. We kept staring at the ocean; waiting with anticipation. Eventually, CAPS5 pointed out that the sun rises on the east and would we coming over the mountains. Again, all the girls laughed because we were so tired we forgot which side the sun rose on. At last, the astonishing sunrise happened. It was full of pink, purples, yellows and oranges. After watching the sunrise we realized we still had the treacherous walk back down the hill. I peered over the edge and saw a little path. With a bunch of convincing, I got all the girls to walk down the steep hill because it looked shorter than the cement road we came up.  The first part of the path was simple. As we started heading farther down the hill it got skinnier with more brush. A couple of the girls thought we should head back up, but I convinced them otherwise. So on we went. ""CAPS6 no!"" CAPS7 yelled. We turned to see she had managed to let her shoe fall of into a blackberry bush. She had just gotten her shoes the day before and now they are muddy and lost. Everyone was trying to reach it, but it was just a little too far away. Suddenly, PERSON1 tried to grab the shoe; immediately she fell into the blackberry bush! PERSON2 forgot about her shoe for a little and started doubled over with laughter again. While flailing and screaming we yelled for her to stop because if I didn't mention this earlier; this is a very steep hill. While she was in the bush, she grabbed PERSON2's shoe. The hard part was getting PERSON1 out.  The first time we tried to pull her up; we got her up a couple of inches then she fell back down, into the bush. Finally, after what felt like a million tries, we pulled her big butt out of the bush. Everyone was laughing so hard during the extravaganza. PERSON1 was super embarrassed. After all of that, we headed down the hill. We still had giggles while trotting down the trail. As we went, we saw animal tracks. We then realized the trail was most likely made by animal. A couple girls joked around about being terrified of the animal tracks. Eventually, we got back to the cabin, still laughing about what had taken place. The rest of the day everyone was happy and giggly for waking up with an amazing morning.  Laughter helped the girls have a wonderful rest of the day. Laughter helped us work through the mud, the shoe losing, and the cold. With out it, we could have been very grumpy. Also, having amazing friends to laugh with was phenomenal. Laughing helps people be happy; being happy is better than being sad; therefore, laughter is important. When writing this paper to the ORGANIZATION1's in LOCATION1, I told my friends about the adventure we went on and the predicament we got ourselves into. They laughed hysterically, since they knew the girls. Laugh often to be happy.",0
"Have CAPS3 ever had that one moment with some that CAPS3'll remember forever and laugh about every time CAPS3 think about CAPS2.? CAPS8 I have and I think that everyone should have a moment of laughter in there life. On the day of DATE1 was the day that I will laugh about for the rest of my life. On this day my boyfriend PERSON1 from LOCATION1 decided that CAPS1 wanted to take me out to an early breakfast. CAPS1 called me around four in the morning saying that CAPS1 was starving and that CAPS1 needed some food in his stomach. So CAPS1 picked me up around five am and we went to ORGANIZATION1. We sat there drank coffee and ate pancakes. We finished very early so PERSON1 wanted to go for a drive, let me remind CAPS3 CAPS1's from LOCATION1 so CAPS1 has CAPS6 clue where anything is in LOCATION2. So as we head out of town I am giving him directions to where the best place is to go for a drive. We are in his DATE2 poniac which is not the greatest vehicle to be going for a ride in around this town, because around here CAPS3 need a four wheel drive vehicle otherwise CAPS3're probably going to get stuck where ever CAPS3 go. We were doing great at first because we stayed on the pavement roads, but PERSON1 wanted to explore the gravel roads. So we started to go down a gravel road and we both decided that maybe CAPS2 was time to go home. When we came up to another road CAPS1 decided CAPS1 was going to turn around. That was not the greatest idea. CAPS1 seen the sign for the street but CAPS1 turned the wrong way into a field. CAPS2 was okay, CAPS8 as first CAPS2 was . Until CAPS1 went to back up, and the car wouldn't move. I looked at him and laughed and said ""I told CAPS3 that CAPS3 needed to go right not left."" CAPS1 then looked at me and said, ""CAPS2's not stuck I just need to try a little more, and we'll be out."" One thing that PERSON1 did not know is that CAPS2 had been warm in LOCATION2 the last couple of days, so all the fields were very wet and soft. I looked at him and told him that CAPS1 might not want to CAPS5 that but CAPS1 said that is was fine CAPS1's done this before. So I got out of the car and went and stood by the road. PERSON1 tried to get the car out of the mud for at least ten minutes, and that was not the greatest thing to CAPS5, because now the tires were berried under the mud. I started to laugh so hard because CAPS1 got out of the car and looked at me and said I should have listened. PERSON1 had one more thing that CAPS1 wanted to try, because CAPS6 offense but CAPS1's a boy and they can CAPS5 everything themselves. So CAPS1 told me to get into the car and put CAPS2 in reverse so I did as CAPS1 said, then CAPS1 said okay lightly push on the gas as I push, CAPS8 I did a little more then lightly push on the gas. I looked up and PERSON1 was covered in mud from head to toe. CAPS2 was the greatest thing I have seen in my life, my boyfriend had got what CAPS1 deserved because CAPS1 wouldn't listen to me. I looked at him and my eyes instantly started to water, I was trying to hold my laugh in, but CAPS2 just wasn't working. I started to laugh and CAPS1 looked at me and said, ""CAPS3 think this is funny?"" CAPS1 then pulled me out of the car and shut the door and started to wipe mud all over my face, I was laughing so hard that i fell and took him down with me right into the mud. CAPS8 to make the story even better, we went to go open the doors to the car, and CAPS3 remember how I told CAPS3 that I put the car in reverse CAPS8 when CAPS1 pulled me out i didn't take CAPS2 out of reverse, and his car locks when its not in park. I then looked at him and said, "" CAPS5 CAPS3 have an extra key on CAPS3 by chance?"" ""CAPS6"", CAPS1 said, ""CAPS7?"" I looked at him and said, ""CAPS8 lets see the car is still running, the windows are up, our phones are still in the car, and CAPS8 to finish CAPS2 off the doors are locked."" CAPS1 looked at me and his mouth dropped. We sat there waiting for almost an hour and a half before anyone came down the road. CAPS2 took use about forty-three minutes to get the doors unlocked, and then CAPS2 took us about thirty minutes to get CAPS2 unstuck. When I got home I told my family the story, and we still laugh about CAPS2 to this day.",0
"ORGANIZATION2. A computer is a very helpful resource. It helps people navagate through life, they can find jobs, do research for school. This world wold be nothing without computers. But on the other hand some people do spend to much time on the computer. But surfing the web for countless hours is their choice. Computers can help students do research from the comfort of their own home. Instead of going to the local library and looking and looking for books, all they have to do is type in thier research topic and wallah tons of different websites are right under their noses. A computer is the world at your finger tips. Also a computer can help unemployed people find a job. Its easy, type in what city you want to work in, and there you go. You can even fill out a job application right then and there. Hey, some people even work from home. Stay at home moms can easily make money while doing daily chores like washing dishes. Also working from home can a lot less tessful. It's less stressful because you dont have to deal with annoying and impatiant co. workers. Did you know that PERCENT1 of employment is from the workers home, CAPS1 now you know. Working from home makes another day at the office, another day at home. Computers have helped us come along way since caveman times. Without computers this would will be nothing. We woulde have so many basic things like stoplights, elevators, and even bleders. We also wouldn't have the more sifisticated things like fockets. and cars and planes. Imagine an airport without computers, where would they store all of their information? On paper? Where would a school store all their grades and tardys? On paper? Where would the goverment store their information? On paper? With those three palces we already cut down half of the ORGANIZATION1. Computer help the environment too. They will also help us to invent more technology so that one day we can live on CAPS2 or something. I hope this essay changed your mind about computers. Lets recap they help students reasearch, help people find jobs, you can work from home. Helps the environment. Without computers we would live in caves and walk around with leaves for underwear like caveman. The CAPS3 line is that computers are very helpful.",0
Some features of the setting that affect the cyclist are. The hills that the cyclisit has to go over and the heat. The heat is making the cyclist sweat alot so he is loosing fluids and he starts to got dyhydrated. The hills are making him have to work harder and getting more tired.,0
"In the memoir Narciso Rodriguez the author creates a variety of different moods CAPS2 the memoir. In paragraph two the author tells how much culture was put into his home ""my young parents created our traditional cuban home."" CAPS1 also tells how thankful CAPS1 is that his parents instilled him a love of cooking and Cuban music. This gives you a feeling of the home being warm comfortable and most of all alive. In paragraph three the athor tells how  a family has nothing to do with blood relatives. ""Growing up in this enviroment instilled in me a great sense that ""family"" had nothing to do with being a blood relative."" CAPS2 out the memoir you really start to see the authors opinion of the definition of home and family. In paragraph six you see how grateful the author is towards his parents, ""I will always be greatful to my parents for their love and sacrifice."" It gives a mood of greatfulnes. In paragraph three and four the author talks about the sense of unity and how his parents would always have their door open to people in need and how the whole community was like a family ""cultures came together a great solidarity and friendship."" ""My parents always kept their arms and door open to many people we considered family..."" The general mood of this is all the moods coming together to creat a generas senseof home and community.",0
The author concludes the story with this paragraph because it still shows how determined saeng is to take the test again and pass it this time. By ending this story with the paragraph the author is creating suspense is probably for a sequel of another story.,0
"In the memoir, ""Narciso Rodriguez"" the mood set by the author is thankful. We can tell the author is thankful because, she says that she is thankful that her parents left Cuba for her to have a life in LOCATION1. In paragraph five he says, ""They came selflessly, as many immigrants do, to give their childern a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" In paragraph six she says, ""I will always be grateful to my parents for their love and sacrifice."" This is another example showing that she is thankful. A third example is also in paragraph six when the author says, ""I've often told them of my admiration for their strength and perseverance and I've thanked them repeatedly."" This is saying that this person is thankful for the sacrifices and that they can not tell they're parents enough. In conclusion, from the memoir, ""Narciso Rodriguez"" the mood that we can conclude is given off is that they are thankful for what they're parents have done for them.",0
Why the author concluded with this paragraph was because it showed a restated the main idea of the story and the readers understood what the story was about. That is why the author concluded the story with that paragraph.,0
"Regardless of if we are speaking of the religous demanding books such as the CAPS1 CAPS2 series to be ripped from our shelves or CAPS3 wanting to burn the LOCATION1, books can always bring about controversy. In this country we are given the rights to freedom of speech and press, so why can anyone demand that a book be banned? Everyone in our world has different thoughts, beliefs, morals and values so why should we try to force our own views on others? We should not. Imposing our views upon others can be done just as easily through putting a controversial book on the shelves as it can by taking it off. Music, movies and magazines are no different, all express the ideas and beliefs of their respective writer, and all deserve to be accessed by anyone who desires to do so.     Books, there are lists of hundreds of banned books and honestly you could find a dozen reasons to ban any book ever written. If you ban one writers words because they speak passionately or discretely on a controversial topic, then you must ban them all, and if you have to ban the words then you must also ban the writer so that he or she cannot voice his or her opinion. If we did this then our country and our world would be without opinion, voiceless, and without a voice their is no direction and no moving forward. If the people of our world are denied the right to write a book on their opinion then what kind of world do we live in? If you can ban my words, then I can ban yours and we have both lost our voice and our chance at somehow brightening the future.      Imagine the impact if the CAPS4 had locked away every copy of the CAPS5 because it brought about change and controversy. Imagine a world where we had never heard of CAPS6 or CAPS7. It would be a would far different from our own. A world without powerful voices influencing not only our daily actions, but hundreds of years of war, love, and hate. It would be one without direction, where people are left to wonder but never to express or discuss. It would be a terrible place.     While children should not exactly be watching porn or reading 'ORGANIZATION1', they definantly should not be kept from reading, listening to, or watching anything they desire. Values and morals should be gained by reading, discovering and thinking, not forced upon us by our government or our parents. Rap music MONTH1 have lyrics that some would consider rude but to another they MONTH1 speak a message. To a creationist PERSON1's views MONTH1 seem stupid and offensive, but to an atheist they MONTH1 be what makes sense. We should all have access to all opinions so that we can develop our own.      We should not have the values and ideas of others beaten into our heads, we should be able to develop our own through an exploration through those of others. Censorship is wrong, our government has no business in what we choose to explore and no one should be restricted by the views of another.",0
"The mood created by the author in the memoir is great CAPS1. Narciso loved to cook. ""A love of cooking that is still with me today."" Narciso loved his parents very much. ""I will always be grateful to my parents For their love and sacrifice."" The Rodriguez family help people come into ther house hold. ""It was in this simple house that my parents welcomed other refugees to celebrate their arrival to this country"". This was the mood created by the author in the memoir.",0
the scary book that you dont want your children to pick up off the shelf i think if your kids read it they would be scared having night mares and you probaly dont want that and if u have the right to move it your kids will have the right to move it because they see what you do they gonna wunt to do so u can do it when they are not around  and yea i believe that cetrtain materials.,0
"When the builders of the Empire State Building attempted to construct a mooring mast for dirigibles, they were faced with several obstacles that would ultimately defeat them. The first and most obvious obstacle was the danger of crashing. When the Hindenburg crashed in New Jersey, the builders realized how much worse the horrific crash would have been in downtown New York. Another more present obstacle was the wind at the top of the tower. As said in paragraph NUM1 ""The winds on top of the building were constantly shifting due to violent air currents."" That coupled with the lightweight nature of dirigibles would make mooring much more difficult than on an open field. The last obstacle faced by builders was the existing laws that made it illegal. There were laws that prohibited airships from flying too low over urban areas like New York City, though they were largely ignored. All those obstacles eventually lead to the realization that the mooring mast on top of the Empire State Building was not practical or feasible.",0
"The architects of the Empire State Building faced many safety & practical obstacles in allowing dirigibles to dock on top of it. For example, dirigibles outside of the LOCATION2 were filled with hydrogen, rather than helium, gas. Hydrogen gas is highly flammable. Therefore, the German dirigible the ""Hindenburg"" was destroyed by a fire in 1937. The architects of the Empire State Building foresaw that this could have been a much more tragic event if it had taken place above a densely populated area such as downtown New York. Furthermore, anchoring a NUM1 foot dirigible to the top of a building with a single tether would add stress to the building's frame. In order to solve this problem, the architects would have to make MONEY1 in modifications to the building's steel frame. Additionally, there are violent & unpredictable winds above the Empire State Building. If a dirigible were tethered to the mast, it would swivel around the top of the building with the wind currents. When moored in open fields, dirigibles can be anchored with weights. However, dangling weighted anchors above the heads of pedestrians could be potentially dangerous. In 1930, the ORGANIZATION2 dirigible ""Los Angeles"" tried to moor the Empire State Building, but couldn't get close enough to the spire to tie itself up because of sharp winds. The pilot had to maneuver around other spires as well, for fear of puncturing the dirigible. Clearly, there were practical & safety reasons why the dirigible moor was unable to be completed at the top of the Empire State Building.",0
"Currently, there has been a debate on whether or not computers benefit society. Some people, say that computers enable internet conversations between friends, and computers pass off information about faraway places and people. However, I tend to believe that the computer is not necessary. People exploit most of their time on comptuers, reducing their exercise time. Not many pay attention to nature, and instead of talking to friends in the internet, why not meet them at the park? Many people who use their computers reducing their metabolism. This is one reason why the LOCATION1.A has the highest obesity rates in the world. In addition, the less you exercise, the less healthy you will be, and the more pair you'll recieve, you will feel more tense if your muscles are not exercise. If we, as CAPS1, continue to lack exercise, there won't be many possibilities for us in the future. Isn't it difficult to know that people pay too much attention to the computer when there are endangered species in nature? Pandas! polar bears, whales of different types, and other creatures all need our help to fight this extinction problem. Unfortunately, we pay much of our attention on the computer, with consideration, as humans, we make things possible, so we should help creatures in need to survive for generations. Perhaps we MONTH1 learn more about these creatures if we take time off of the computer to do so. Perhaps we will find nature more interesting. Why do we have text messaging in our computers if we have the ability to talk to our frinds in a park? We have the freedom of speech in the LOCATION1. Our families need help occasionally, but sometime we're not available. While reducing our social life, our computer hours are becoming more important, and are distracting what's mos important. In conclusion, computers hours, you must think about what can be done for nature, for your health, and for your family and friends.",0
I think patience is like somebody or someone is waiting for someone to get out of the bathroom then the other person can go to the bathroom. Like I am not in patience because I want to go a store now but they said wait your patience. My whole family is not in patience but my friends are.,0
"The mood of this memoir is happy and grateful. The narrator is grateful for all the great times in life him and his parents had together. He is happy that said ""times"" were so great.He is grateful for the happy times they had together like cooking, music, and so on. But he is mostly grateful for his parents turning his house into a home.",0
I was being pationt when I was waiting for my own phone so I cam text my friends and call them and more. I was also waiting for to get my own snowmoble licens so I can ride my own snowmible on the troils. Know  matter what you are always be patient.,0
The author concludes the story with this paragraph to show that shell hopefully be stronger. By that I mean shell feel comfortable in her new environment and she want miss her home as much. Also she tired the year but failed the best because she didnt get her grandmother what she asked for and she spent it on something else. That is why I think the author added this paragraph to this story.,0
"Should books,music,magazines, etc., be removed form shelves that are found offensive? Everyone has their own oppion on that question. In my years of reading I have read a few books that were questionable. I wouldn't say someone else couldn't relate to it.      Personaly i don't think anything should be removed from the shelves. While growning up our parents try to keep us from things, at that point in life don't need to see. I can agree with age limit but you can't hide everything. Isn't it best to let the children know whats out there before you just letting them go to find out on there own?     You would probably get multiple answers to that question. My personal views MONTH1 be different from the person sitting bestide me, but I think you should be able to have the right to read, see, and litsen to what you want. The world is not a safe place, its scary and mean to the people. When I raise my children, when they're younger there will be certin things that they wont know and wont see. But thats just part of raising your kids, when they get older and start asking quesions i'm going to answer with the truth.     Is keeping these things from our children lying to them? I would have to say yes to that question. By taking these things away from the youth we are telling them that its not out there, that the world is perfect and there is no wrong. Some people would actually say that, but I have to say to them that they haven't lived. Still to this day there is segregation to all people not just against races but in our own race itself.     To conclude my oppion I would have to say that we should be free to read and see what we want. We shouldn't, not let anyone see it and them and then let them out in the world, and have a complete culture shock. Teach your children whats out there, let them know the truth about the world. Should certain materials be removed from shelves? No, CAPS1 is to judge what we see and hear?",0
The mood created by the author in the memoir was good. Her memoir was good because in 1961 they moved to a simple house only for two-familys. with blond-bricks building in the ironbound in LOCATION1. She also had a good mood because she had her first birthday in the arrival of the country.,0
"No I as an CAPS1 cetazine do not feel that any materials should be removed. There are many reason I feel this way and I hope that after people have read this they will agree with me. THere are three main points supporting my opinion and i plan to list them below.      First and for most is the fact that this is LOCATION1. LOCATION1 is suposed to be the land of the free and the home of the brave, or at least thats what the national anthem tells me. So to me if some one removes a book or movie from a library becasue they find it offencive they are trying to take away one of my right as an CAPS1 cetacine. The right they are messing with to me is the right of freedom. I should be free to be able to walk into a library and grab any book i wish. I should be free to go to the movie store and find and rent any movie a choose from the shelf. If they put a movie or book away if they make it to were i can't get to it then they are messing with my freedom, and this is somthing i can't stand as an CAPS1. I should be free to read or watch what ever i choose to.     Which brings me to my next point. This point is a simple and logical one. My second point is that people have the choice to read or watch the movie. Just because it is there it does not meen that they have to read or watch it. If someone doesn't like a book good for them don't read it. If someone doesn't like a movie good for them don't watch it. It is rather quit simple in my opinion if someone doesn't like said book or movie then just leave it alone and don't mess with it. They shouldn't have the right to ruin it for everone else. Just because one or two or even twenty people find a book offencive doesn't mean they have the right to remove it. There MONTH1 five million other people out their who love said book so why ruin for everyone just to make a few people happy. They do have the right to say no and not read or watch the movie, but they don't have the right to say i can't.     Finaly people say that said book or movie should be removed because a child might get it and it is not apropreat for children. Well to that I have to say it is the parents job to make sure a child is not readind or watching something they shouldn't. If i child gets a hold of a book that is said to be bad it is the parents job to tell them to put it back. People don't have the right to completly remove said book or movie just because a kid might get it.      So there is my opinion on this little matter. I don't feel that libraries should be censored. I feel we all have the right o make own decisions and that we have the right to read or watch what ever we choose. It is not fair to get ride of a book just because a few people don't like it. Hundreds of othes might love it, and like I said before if someone doesn't like a certain movie or book then don't read it or watch it. Don't ruin it for everyone else though.",0
"My mom was pation because when I came home late from the park she was be pation, but she wasnt pation when she took the phone away from me she wasnt pation. When my brother get he has pations for him and my sister but none for me. Just because I came home NUM1 minutes late, she said she had pations before I did that and now she has a little bit of pations for me just a little.",0
"A book represents a person's beliefs and feelngs about a topic. Therefore censoring books is wrong because it goes against freedom of speech. I do not believe books, or other media should be removed because while it MONTH1 be offensive, if it is the truth about something then we need to read about it to prevent tragedies from happening again. A person who finds a topic offensive isn't forced to read about it. If we do not accept other people beliefs, we are just as prejudice as the books we are trying to censor.      Many books that are threatened by censorship are books about historical facts, such as the holocaust. I think we have the right to know about important events. For one reason, if we forget about such things, than they are more likely to be repeated. Do we really want the murder of millions of people to be repeated? Just becaused we are ashamed of something dosen't mean we should sweep it under the carpet where it can lay hidden waiting to stike again like a hungry alligator. Instead books about prejudice events should be kept out to show an example of how we shouldn't act.     While some books are censored because of shame, some are censored because a certain group of people MONTH1 find it offensive. There is a much easier solution that censoring those books. The offended groups should just ignore the book. If it is offensive in the first place then no one should be forced to read it. The book shouldn't be forced in any other way like posters, and television broadcast. It should be kept in a certain section of a library so parties wishing to avoid it can.     The main reason for a book to be censored in the first place is because someone finds in offensive. However, isn't keeping someone from saying something just as offensive? To CAPS1 A CAPS2 is a big target for censorship, but it is about treating everyone fairly. If that book like that was censored, it would be like saying some people are better than others. Another big target for censorship in some countries is the CAPS3. Censoring that book would basically tell the CAPS4 population that they are wrong.     Censoring something is wrong. Not only could it cause sad events to repeat themselves, offended parties can just simply avoid the book. While some books offend people, censoring a book can be just as offensive to other parties. The simplest thing to do is to leave it up to the reader to decid if they should read it, or not.",0
"in the excerpt The Mooring Mast by Marcia Amidon Lüsted there were many obstacles that builders of the Empire State Building faced in attempting to allow dirigibles to dock there One of the problems was that a huge dirigible held the top of the building held by a single cable would have stressed to the rest of the building. in order to make the tower half of the building more stable they would have to spend sixty thousand dollars on modifications CAPS1 nature was a key issue the winds were unpredictable because of violent air currents and even if the dirigibles were tied to the mast, the back would swivel around CAPS2 large dirigibles dangling above pedestrians was not safe. Another reason as to why dirigibles could not be docked at the top of the Empire State Building was because there was a law not allowing airships to fly so low over urban areas. This law would make it illegal to ever dock ships there. overall, these were some of the obstacles faced well building the Empire State Building",0
"In this excerpt from Home: The Blueprints of Our Lives, PERSON1  talks about the true meaning of ""family"" and the mood of gratitude is established.""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills... Passionate Cuban music filled the air, mixing with the aromas of the kitchen. Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm home."" In this passage, PERSON2 is establishing his gratitude for the cultures of his family. He is grateful for the food and music that has wound its way into his present day life.My mother and father had come to this country with such courage, without any knowledge of the language or the culture. They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved. They struggled both personally and financially braving the harsh northern winters while yearning for their native tropics and facing cultural hardships."" This quote explains how much PERSON1's parents sacrificed for his happiness. They left behind everything and everyone they loved, basically a huge chunk of them, and for that, he is extremely grateful.",0
One day I asked my parents if I could buy this game that I wanted and this game that I wanted and they asked me how much is it? I said that I did not know how much it is. So he said that we would go to the store and see how much it is. When we got to there we found out that it was MONEY2 and I said can I buy it and he said maybe after a while I started begging he still said CAPS1! when I went home I went to sleep the next morning I was at home watching CAPS2.V and I saw this commercially about the game and it said that the game was still MONEY1 so I ???. When we went to the mall me saw that it was MONEY3 and so I finally got to buy it.,0
"The mood in the memoir ""Narciso Rodriguez"" is that of a happy mood. The memoir is about a cuban family who want to live in america to give their son a better life. Their parents gave up their jobs of being scientists for their son. The story is in a good because their is true love being spread. Narciso Rodriguez lived in a happy mood.",0
"One day me and my friend PERSON1 were at ORGANIZATION2 and we were in the line for the ORGANIZATION1. We ran up to the line, and we had to wait about a half hour till we got on. But the good thing is that me and PERSON1 were patient. After the ride we got in line for the CAPS1! WOW! What a line, I think we were in that line for at least a hour and a half before we got on. But you know, me and PERSON1 are really patient. The CAPS2!",0
"The features of the setting make the ride for the cyclist very hard. It has a lot of hills, which would make him use more energy. Also, it is a desert, so it is very hot and dry. This makes the author need more water than he normally would. The author said I was traveling through the high deserts of California in June. The author knew that it was very dangerous to travel there without water, he said I could drop from heatstroke If the setting had been cooler there would not be so much danger.",0
"The author included that paragraph because the hibiscus plant makes her think of where she is from and helps her to succeed a certain things. I know that the hibiscus is from her homeland because in the story she says I mean, not like the kind we had atat-, she found that she was still to shaky to say the words at home. She misses being home and this plant helps her bring back memorys of being there. Therefore the author included that paragraph to show the reader that she misses her homeland.",0
